dexNum,id,form,name,starter,startercost,prevolution,eggTier,generation,spriteKey,formKey,hasVariants,category,type1,type2,ability1,ability2,hiddenAbility,passive,bst,hp,atk,def,spatk,spdef,spd,sublegend,legendary,mythical,weight,height,catchRate,friendship,baseExp,growthRate,maleRatio,genderDiffs,isStartSelectable,isUnobtainable,canChangeForm
608,LAMPENT,,Lampent,LITWICK,,LITWICK,,5,608,,true,Lamp Pokémon,GHOST,FIRE,FLASH_FIRE,FLAME_BODY,INFILTRATOR,SHADOW_TAG,370,60,40,60,95,60,55,false,false,false,13,0.6,90,50,130,MEDIUM_SLOW,50,false,false,,false
609,CHANDELURE,Normal,Chandelure,LITWICK,,LAMPENT,,5,609,,true,Luring Pokémon,GHOST,FIRE,FLASH_FIRE,FLAME_BODY,INFILTRATOR,SHADOW_TAG,520,60,55,90,145,90,80,false,false,false,34.3,1,45,50,260,MEDIUM_SLOW,50,false,true,false,true
609,CHANDELURE,Mega,Mega Chandelure,LITWICK,,LAMPENT,,5,609-mega,mega,true,Luring Pokémon,GHOST,FIRE,INFILTRATOR,INFILTRATOR,INFILTRATOR,SHADOW_TAG,620,60,75,110,175,110,90,false,false,false,34.3,1,45,50,260,MEDIUM_SLOW,50,false,false,false,
610,AXEW,,Axew,AXEW,4,,RARE,5,610,,true,Tusk Pokémon,DRAGON,,RIVALRY,MOLD_BREAKER,UNNERVE,SHARPNESS,320,46,87,60,30,40,57,false,false,false,18,0.6,75,35,64,SLOW,50,false,false,,false
611,FRAXURE,,Fraxure,AXEW,,AXEW,,5,611,,true,Axe Jaw Pokémon,DRAGON,,RIVALRY,MOLD_BREAKER,UNNERVE,SHARPNESS,410,66,117,70,40,50,67,false,false,false,36,1,60,35,144,SLOW,50,false,false,,false
612,HAXORUS,,Haxorus,AXEW,,FRAXURE,,5,612,,true,Axe Jaw Pokémon,DRAGON,,RIVALRY,MOLD_BREAKER,UNNERVE,SHARPNESS,540,76,147,90,60,70,97,false,false,false,105.5,1.8,45,35,270,SLOW,50,false,false,,false
613,CUBCHOO,,Cubchoo,CUBCHOO,2,,COMMON,5,613,,false,Chill Pokémon,ICE,,SNOW_CLOAK,SLUSH_RUSH,RATTLED,FUR_COAT,305,55,70,40,60,40,40,false,false,false,8.5,0.5,120,50,61,MEDIUM_FAST,50,false,false,,false
614,BEARTIC,,Beartic,CUBCHOO,,CUBCHOO,,5,614,,false,Freezing Pokémon,ICE,,SNOW_CLOAK,SLUSH_RUSH,SWIFT_SWIM,FUR_COAT,505,95,130,80,70,80,50,false,false,false,260,2.6,60,50,177,MEDIUM_FAST,50,false,false,,false
615,CRYOGONAL,,Cryogonal,CRYOGONAL,4,,RARE,5,615,,false,Crystallizing Pokémon,ICE,,LEVITATE,LEVITATE,NONE,SNOW_WARNING,515,80,50,50,95,135,105,false,false,false,148,1.1,25,50,180,MEDIUM_FAST,,false,false,,false
616,SHELMET,,Shelmet,SHELMET,2,,COMMON,5,616,,true,Snail Pokémon,BUG,,HYDRATION,SHELL_ARMOR,OVERCOAT,STAMINA,305,50,40,85,40,65,25,false,false,false,7.7,0.4,200,50,61,MEDIUM_FAST,50,false,false,,false
617,ACCELGOR,,Accelgor,SHELMET,,SHELMET,,5,617,,true,Shell Out Pokémon,BUG,,HYDRATION,STICKY_HOLD,UNBURDEN,TINTED_LENS,495,80,70,40,100,60,145,false,false,false,25.3,0.8,75,50,173,MEDIUM_FAST,50,false,false,,false
618,STUNFISK,,Stunfisk,STUNFISK,3,,COMMON,5,618,,true,Trap Pokémon,GROUND,ELECTRIC,STATIC,LIMBER,SAND_VEIL,WATER_ABSORB,471,109,66,84,81,99,32,false,false,false,11,0.7,75,70,165,MEDIUM_FAST,50,false,false,,false
619,MIENFOO,,Mienfoo,MIENFOO,3,,COMMON,5,619,,true,Martial Arts Pokémon,FIGHTING,,INNER_FOCUS,REGENERATOR,RECKLESS,NO_GUARD,350,45,85,50,55,50,65,false,false,false,20,0.9,180,50,70,MEDIUM_SLOW,50,false,false,,false
620,MIENSHAO,,Mienshao,MIENFOO,,MIENFOO,,5,620,,true,Martial Arts Pokémon,FIGHTING,,INNER_FOCUS,REGENERATOR,RECKLESS,NO_GUARD,510,65,125,60,95,60,105,false,false,false,35.5,1.4,45,50,179,MEDIUM_SLOW,50,false,false,,false
621,DRUDDIGON,,Druddigon,DRUDDIGON,4,,RARE,5,621,,true,Cave Pokémon,DRAGON,,ROUGH_SKIN,SHEER_FORCE,MOLD_BREAKER,DRAGONIZE,485,77,120,90,60,90,48,false,false,false,139,1.6,45,50,170,MEDIUM_FAST,50,false,false,,false
622,GOLETT,,Golett,GOLETT,3,,COMMON,5,622,,true,Automaton Pokémon,GROUND,GHOST,IRON_FIST,KLUTZ,NO_GUARD,SHADOW_SHIELD,303,59,74,50,35,50,35,false,false,false,92,1,190,50,61,MEDIUM_FAST,,false,false,,false
623,GOLURK,Normal,Golurk,GOLETT,,GOLETT,,5,623,,true,Automaton Pokémon,GROUND,GHOST,IRON_FIST,KLUTZ,NO_GUARD,SHADOW_SHIELD,483,89,124,80,55,80,55,false,false,false,330,2.8,90,50,169,MEDIUM_FAST,,false,true,false,true
623,GOLURK,Mega,Mega Golurk,GOLETT,,GOLETT,,5,623-mega,mega,true,Automaton Pokémon,GROUND,GHOST,UNSEEN_FIST,UNSEEN_FIST,UNSEEN_FIST,SHADOW_SHIELD,583,89,159,105,70,105,55,false,false,false,330,2.8,90,50,169,MEDIUM_FAST,,false,false,false,
624,PAWNIARD,,Pawniard,PAWNIARD,4,,RARE,5,624,,false,Sharp Blade Pokémon,DARK,STEEL,DEFIANT,INNER_FOCUS,PRESSURE,SWORD_OF_RUIN,340,45,85,70,40,40,60,false,false,false,10.2,0.5,120,35,68,MEDIUM_FAST,50,false,false,,false
625,BISHARP,,Bisharp,PAWNIARD,,PAWNIARD,,5,625,,false,Sword Blade Pokémon,DARK,STEEL,DEFIANT,INNER_FOCUS,PRESSURE,SWORD_OF_RUIN,490,65,125,100,60,70,70,false,false,false,70,1.6,45,35,172,MEDIUM_FAST,50,false,false,,false
626,BOUFFALANT,,Bouffalant,BOUFFALANT,4,,RARE,5,626,,true,Bash Buffalo Pokémon,NORMAL,,RECKLESS,SAP_SIPPER,SOUNDPROOF,ROCK_HEAD,490,95,110,95,40,95,55,false,false,false,94.6,1.6,45,50,172,MEDIUM_FAST,50,false,false,,false
627,RUFFLET,,Rufflet,RUFFLET,3,,COMMON,5,627,,false,Eaglet Pokémon,NORMAL,FLYING,KEEN_EYE,SHEER_FORCE,HUSTLE,SPEED_BOOST,350,70,83,50,37,50,60,false,false,false,10.5,0.5,190,50,70,SLOW,100,false,false,,false
628,BRAVIARY,,Braviary,RUFFLET,,RUFFLET,,5,628,,false,Valiant Pokémon,NORMAL,FLYING,KEEN_EYE,SHEER_FORCE,DEFIANT,SPEED_BOOST,510,100,123,75,57,75,80,false,false,false,41,1.5,60,50,179,SLOW,100,false,false,,false
629,VULLABY,,Vullaby,VULLABY,3,,COMMON,5,629,,false,Diapered Pokémon,DARK,FLYING,BIG_PECKS,OVERCOAT,WEAK_ARMOR,THICK_FAT,370,70,55,75,45,65,60,false,false,false,9,0.5,190,35,74,SLOW,0,false,false,,false
630,MANDIBUZZ,,Mandibuzz,VULLABY,,VULLABY,,5,630,,false,Bone Vulture Pokémon,DARK,FLYING,BIG_PECKS,OVERCOAT,WEAK_ARMOR,THICK_FAT,510,110,65,105,55,95,80,false,false,false,39.5,1.2,60,35,179,SLOW,0,false,false,,false
631,HEATMOR,,Heatmor,HEATMOR,3,,RARE,5,631,,true,Anteater Pokémon,FIRE,,GLUTTONY,FLASH_FIRE,WHITE_SMOKE,SPICY_SPRAY,484,85,97,66,105,66,65,false,false,false,58,1.4,90,50,169,MEDIUM_FAST,50,false,false,,false
632,DURANT,,Durant,DURANT,4,,RARE,5,632,,true,Iron Ant Pokémon,BUG,STEEL,SWARM,HUSTLE,TRUANT,COMPOUND_EYES,484,58,109,112,48,48,109,false,false,false,33,0.3,90,50,169,MEDIUM_FAST,50,false,false,,false
633,DEINO,,Deino,DEINO,4,,RARE,5,633,,true,Irate Pokémon,DARK,DRAGON,HUSTLE,HUSTLE,NONE,NO_GUARD,300,52,65,50,45,50,38,false,false,false,17.3,0.8,45,35,60,SLOW,50,false,false,,false
634,ZWEILOUS,,Zweilous,DEINO,,DEINO,,5,634,,true,Hostile Pokémon,DARK,DRAGON,HUSTLE,HUSTLE,NONE,NO_GUARD,420,72,85,70,65,70,58,false,false,false,50,1.4,45,35,147,SLOW,50,false,false,,false
635,HYDREIGON,,Hydreigon,DEINO,,ZWEILOUS,,5,635,,true,Brutal Pokémon,DARK,DRAGON,LEVITATE,LEVITATE,NONE,PARENTAL_BOND,600,92,105,90,125,90,98,false,false,false,160,1.8,45,35,300,SLOW,50,false,false,,false
636,LARVESTA,,Larvesta,LARVESTA,4,,RARE,5,636,,true,Torch Pokémon,BUG,FIRE,FLAME_BODY,FLAME_BODY,SWARM,FLASH_FIRE,360,55,85,55,50,55,60,false,false,false,28.8,1.1,45,50,72,SLOW,50,false,false,,false
637,VOLCARONA,,Volcarona,LARVESTA,,LARVESTA,,5,637,,true,Sun Pokémon,BUG,FIRE,FLAME_BODY,FLAME_BODY,SWARM,FLASH_FIRE,550,85,60,65,135,105,100,false,false,false,46,1.6,15,50,275,SLOW,50,false,false,,false
638,COBALION,,Cobalion,COBALION,6,,EPIC,5,638,,false,Iron Will Pokémon,STEEL,FIGHTING,JUSTIFIED,JUSTIFIED,NONE,INTREPID_SWORD,580,91,90,129,90,72,108,true,false,false,250,2.1,3,35,290,SLOW,,false,false,,false
639,TERRAKION,,Terrakion,TERRAKION,7,,EPIC,5,639,,false,Cavern Pokémon,ROCK,FIGHTING,JUSTIFIED,JUSTIFIED,NONE,ROCKY_PAYLOAD,580,91,129,90,72,90,108,true,false,false,260,1.9,3,35,290,SLOW,,false,false,,false
640,VIRIZION,,Virizion,VIRIZION,6,,EPIC,5,640,,true,Grassland Pokémon,GRASS,FIGHTING,JUSTIFIED,JUSTIFIED,NONE,SHARPNESS,580,91,90,72,90,129,108,true,false,false,200,2,3,35,290,SLOW,,false,false,,false
641,TORNADUS,Incarnate Forme,Tornadus,TORNADUS,6,,EPIC,5,641-incarnate,incarnate,true,Cyclone Pokémon,FLYING,,PRANKSTER,PRANKSTER,DEFIANT,DRIZZLE,580,79,115,70,125,80,111,true,false,false,63,1.5,3,90,290,SLOW,100,false,true,false,true
641,TORNADUS,Therian Forme,Tornadus,TORNADUS,,,,5,641-therian,therian,true,Cyclone Pokémon,FLYING,,REGENERATOR,REGENERATOR,REGENERATOR,DRIZZLE,580,79,100,80,110,90,121,true,false,false,63,1.5,3,90,290,SLOW,100,false,false,false,
642,THUNDURUS,Incarnate Forme,Thundurus,THUNDURUS,7,,EPIC,5,642-incarnate,incarnate,true,Bolt Strike Pokémon,ELECTRIC,FLYING,PRANKSTER,PRANKSTER,DEFIANT,DRIZZLE,580,79,115,70,125,80,111,true,false,false,61,1.5,3,90,290,SLOW,100,false,true,false,true
642,THUNDURUS,Therian Forme,Thundurus,THUNDURUS,,,,5,642-therian,therian,true,Bolt Strike Pokémon,ELECTRIC,FLYING,VOLT_ABSORB,VOLT_ABSORB,VOLT_ABSORB,DRIZZLE,580,79,105,70,145,80,101,true,false,false,61,1.5,3,90,290,SLOW,100,false,false,false,
643,RESHIRAM,,Reshiram,RESHIRAM,8,,LEGENDARY,5,643,,true,Vast White Pokémon,DRAGON,FIRE,TURBOBLAZE,TURBOBLAZE,NONE,ORICHALCUM_PULSE,680,100,120,100,150,120,90,false,true,false,330,3.2,3,0,340,SLOW,,false,false,,false
644,ZEKROM,,Zekrom,ZEKROM,8,,LEGENDARY,5,644,,true,Deep Black Pokémon,DRAGON,ELECTRIC,TERAVOLT,TERAVOLT,NONE,HADRON_ENGINE,680,100,150,120,120,100,90,false,true,false,345,2.9,3,0,340,SLOW,,false,false,,false
645,LANDORUS,Incarnate Forme,Landorus,LANDORUS,7,,EPIC,5,645-incarnate,incarnate,true,Abundance Pokémon,GROUND,FLYING,SAND_FORCE,SAND_FORCE,SHEER_FORCE,STORM_DRAIN,600,89,125,90,115,80,101,true,false,false,68,1.5,3,90,300,SLOW,100,false,true,false,true
645,LANDORUS,Therian Forme,Landorus,LANDORUS,,,,5,645-therian,therian,true,Abundance Pokémon,GROUND,FLYING,INTIMIDATE,INTIMIDATE,INTIMIDATE,STORM_DRAIN,600,89,145,90,105,80,91,true,false,false,68,1.5,3,90,300,SLOW,100,false,false,false,
646,KYUREM,Normal,Kyurem,KYUREM,8,,LEGENDARY,5,646,,true,Boundary Pokémon,DRAGON,ICE,PRESSURE,PRESSURE,NONE,SNOW_WARNING,660,125,130,90,130,90,95,false,true,false,325,3,3,0,330,SLOW,,false,true,false,true
646,KYUREM,Black,Kyurem,KYUREM,,,,5,646-black,black,true,Boundary Pokémon,DRAGON,ICE,TERAVOLT,TERAVOLT,NONE,HADRON_ENGINE,700,125,170,100,120,90,95,false,true,false,325,3,3,0,330,SLOW,,false,false,false,
646,KYUREM,White,Kyurem,KYUREM,,,,5,646-white,white,true,Boundary Pokémon,DRAGON,ICE,TURBOBLAZE,TURBOBLAZE,NONE,ORICHALCUM_PULSE,700,125,120,90,170,100,95,false,true,false,325,3,3,0,330,SLOW,,false,false,false,
647,KELDEO,Ordinary Form,Keldeo,KELDEO,6,,EPIC,5,647-ordinary,ordinary,true,Colt Pokémon,WATER,FIGHTING,JUSTIFIED,JUSTIFIED,NONE,GRIM_NEIGH,580,91,72,90,129,90,108,false,false,true,48.5,1.4,3,35,290,SLOW,,false,true,false,true
647,KELDEO,Resolute,Keldeo,KELDEO,,,,5,647-resolute,resolute,true,Colt Pokémon,WATER,FIGHTING,JUSTIFIED,JUSTIFIED,NONE,GRIM_NEIGH,580,91,72,90,129,90,108,false,false,true,48.5,1.4,3,35,290,SLOW,,false,false,false,
648,MELOETTA,Aria Forme,Meloetta,MELOETTA,7,,EPIC,5,648-aria,aria,true,Melody Pokémon,NORMAL,PSYCHIC,SERENE_GRACE,SERENE_GRACE,NONE,PUNK_ROCK,600,100,77,77,128,128,90,false,false,true,6.5,0.6,3,100,300,SLOW,,false,true,false,true
648,MELOETTA,Pirouette Forme,Meloetta,MELOETTA,,,,5,648-pirouette,pirouette,true,Melody Pokémon,NORMAL,FIGHTING,SERENE_GRACE,SERENE_GRACE,NONE,SCRAPPY,600,100,128,90,77,77,128,false,false,true,6.5,0.6,3,100,300,SLOW,,false,true,false,
649,GENESECT,Normal,Genesect,GENESECT,7,,EPIC,5,649,,true,Paleozoic Pokémon,BUG,STEEL,DOWNLOAD,DOWNLOAD,NONE,HEATPROOF,600,71,120,95,120,95,99,false,false,true,82.5,1.5,3,0,300,SLOW,,false,true,false,true
649,GENESECT,Shock Drive,Genesect,GENESECT,,,,5,649-shock,shock,true,Paleozoic Pokémon,BUG,STEEL,DOWNLOAD,DOWNLOAD,NONE,HEATPROOF,600,71,120,95,120,95,99,false,false,true,82.5,1.5,3,0,300,SLOW,,false,false,false,
649,GENESECT,Burn Drive,Genesect,GENESECT,,,,5,649-burn,burn,true,Paleozoic Pokémon,BUG,STEEL,DOWNLOAD,DOWNLOAD,NONE,HEATPROOF,600,71,120,95,120,95,99,false,false,true,82.5,1.5,3,0,300,SLOW,,false,false,false,
649,GENESECT,Chill Drive,Genesect,GENESECT,,,,5,649-chill,chill,true,Paleozoic Pokémon,BUG,STEEL,DOWNLOAD,DOWNLOAD,NONE,HEATPROOF,600,71,120,95,120,95,99,false,false,true,82.5,1.5,3,0,300,SLOW,,false,false,false,
649,GENESECT,Douse Drive,Genesect,GENESECT,,,,5,649-douse,douse,true,Paleozoic Pokémon,BUG,STEEL,DOWNLOAD,DOWNLOAD,NONE,HEATPROOF,600,71,120,95,120,95,99,false,false,true,82.5,1.5,3,0,300,SLOW,,false,false,false,
650,CHESPIN,,Chespin,CHESPIN,3,,COMMON,6,650,,false,Spiny Nut Pokémon,GRASS,,OVERGROW,OVERGROW,BULLETPROOF,ROUGH_SKIN,313,56,61,65,48,45,38,false,false,false,9,0.4,45,70,63,MEDIUM_SLOW,87.5,false,false,,false
651,QUILLADIN,,Quilladin,CHESPIN,,CHESPIN,,6,651,,false,Spiny Armor Pokémon,GRASS,,OVERGROW,OVERGROW,BULLETPROOF,ROUGH_SKIN,405,61,78,95,56,58,57,false,false,false,29,0.7,45,70,142,MEDIUM_SLOW,87.5,false,false,,false
652,CHESNAUGHT,Normal,Chesnaught,CHESPIN,,QUILLADIN,,6,652,,false,Spiny Armor Pokémon,GRASS,FIGHTING,OVERGROW,OVERGROW,BULLETPROOF,ROUGH_SKIN,530,88,107,122,74,75,64,false,false,false,90,1.6,45,70,265,MEDIUM_SLOW,87.5,false,true,false,true
652,CHESNAUGHT,Mega,Mega Chesnaught,CHESPIN,,QUILLADIN,,6,652-mega,mega,false,Spiny Armor Pokémon,GRASS,FIGHTING,BULLETPROOF,BULLETPROOF,BULLETPROOF,ROUGH_SKIN,630,88,137,172,74,115,44,false,false,false,90,1.6,45,70,265,MEDIUM_SLOW,87.5,false,false,false,
653,FENNEKIN,,Fennekin,FENNEKIN,3,,COMMON,6,653,,true,Fox Pokémon,FIRE,,BLAZE,BLAZE,MAGICIAN,NEUROFORCE,307,40,45,40,62,60,60,false,false,false,9.4,0.4,45,70,61,MEDIUM_SLOW,87.5,false,false,,false
654,BRAIXEN,,Braixen,FENNEKIN,,FENNEKIN,,6,654,,true,Fox Pokémon,FIRE,,BLAZE,BLAZE,MAGICIAN,NEUROFORCE,409,59,59,58,90,70,73,false,false,false,14.5,1,45,70,143,MEDIUM_SLOW,87.5,false,false,,false
655,DELPHOX,Normal,Delphox,FENNEKIN,,BRAIXEN,,6,655,,true,Fox Pokémon,FIRE,PSYCHIC,BLAZE,BLAZE,MAGICIAN,NEUROFORCE,534,75,69,72,114,100,104,false,false,false,39,1.5,45,70,267,MEDIUM_SLOW,87.5,false,true,false,true
655,DELPHOX,Mega,Mega Delphox,FENNEKIN,,BRAIXEN,,6,655-mega,mega,true,Fox Pokémon,FIRE,PSYCHIC,LEVITATE,LEVITATE,LEVITATE,MAGICIAN,634,75,69,72,159,125,134,false,false,false,39,1.5,45,70,267,MEDIUM_SLOW,87.5,false,false,false,
656,FROAKIE,,Froakie,FROAKIE,4,,COMMON,6,656,,true,Bubble Frog Pokémon,WATER,,TORRENT,TORRENT,PROTEAN,STAKEOUT,314,41,56,40,62,44,71,false,false,false,7,0.3,45,70,63,MEDIUM_SLOW,87.5,false,false,,false
657,FROGADIER,,Frogadier,FROAKIE,,FROAKIE,,6,657,,true,Bubble Frog Pokémon,WATER,,TORRENT,TORRENT,PROTEAN,STAKEOUT,405,54,63,52,83,56,97,false,false,false,10.9,0.6,45,70,142,MEDIUM_SLOW,87.5,false,false,,false
658,GRENINJA,Normal,Greninja,FROAKIE,,FROGADIER,,6,658,,true,Ninja Pokémon,WATER,DARK,TORRENT,TORRENT,PROTEAN,STAKEOUT,530,72,95,67,103,71,122,false,false,false,40,1.5,45,70,265,MEDIUM_SLOW,87.5,false,true,false,true
658,GRENINJA,Mega,Mega Greninja,FROAKIE,,FROGADIER,,6,658-mega,mega,true,Ninja Pokémon,WATER,DARK,PROTEAN,PROTEAN,PROTEAN,LEVITATE,630,72,125,77,133,81,142,false,false,false,40,1.5,45,70,265,MEDIUM_SLOW,87.5,false,false,false,
659,BUNNELBY,,Bunnelby,BUNNELBY,3,,COMMON,6,659,,false,Digging Pokémon,NORMAL,,PICKUP,CHEEK_POUCH,HUGE_POWER,INNER_FOCUS,237,38,36,38,32,36,57,false,false,false,5,0.4,255,50,47,MEDIUM_FAST,50,false,false,,false
660,DIGGERSBY,,Diggersby,BUNNELBY,,BUNNELBY,,6,660,,false,Digging Pokémon,NORMAL,GROUND,PICKUP,CHEEK_POUCH,HUGE_POWER,THICK_FAT,423,85,56,77,50,77,78,false,false,false,42.4,1,127,50,148,MEDIUM_FAST,50,false,false,,false
661,FLETCHLING,,Fletchling,FLETCHLING,3,,COMMON,6,661,,false,Tiny Robin Pokémon,NORMAL,FLYING,BIG_PECKS,BIG_PECKS,GALE_WINGS,FLAME_BODY,278,45,50,43,40,38,62,false,false,false,1.7,0.3,255,50,56,MEDIUM_SLOW,50,false,false,,false
662,FLETCHINDER,,Fletchinder,FLETCHLING,,FLETCHLING,,6,662,,false,Ember Pokémon,FIRE,FLYING,FLAME_BODY,FLAME_BODY,GALE_WINGS,MAGIC_GUARD,382,62,73,55,56,52,84,false,false,false,16,0.7,120,50,134,MEDIUM_SLOW,50,false,false,,false
663,TALONFLAME,,Talonflame,FLETCHLING,,FLETCHINDER,,6,663,,false,Scorching Pokémon,FIRE,FLYING,FLAME_BODY,FLAME_BODY,GALE_WINGS,MAGIC_GUARD,499,78,81,71,74,69,126,false,false,false,24.5,1.2,45,50,175,MEDIUM_SLOW,50,false,false,,false
664,SCATTERBUG,Meadow Pattern,Scatterbug,SCATTERBUG,2,,COMMON,6,664,meadow,true,Scatterdust Pokémon,BUG,,SHIELD_DUST,COMPOUND_EYES,FRIEND_GUARD,RUN_AWAY,200,38,35,40,27,25,35,false,false,false,2.5,0.3,255,70,40,MEDIUM_FAST,50,false,true,false,false
664,SCATTERBUG,Icy Snow Pattern,Scatterbug,SCATTERBUG,,,,6,664,icy-snow,true,Scatterdust Pokémon,BUG,,SHIELD_DUST,COMPOUND_EYES,FRIEND_GUARD,RUN_AWAY,200,38,35,40,27,25,35,false,false,false,2.5,0.3,255,70,40,MEDIUM_FAST,50,false,true,false,
664,SCATTERBUG,Polar Pattern,Scatterbug,SCATTERBUG,,,,6,664,polar,true,Scatterdust Pokémon,BUG,,SHIELD_DUST,COMPOUND_EYES,FRIEND_GUARD,RUN_AWAY,200,38,35,40,27,25,35,false,false,false,2.5,0.3,255,70,40,MEDIUM_FAST,50,false,true,false,
664,SCATTERBUG,Tundra Pattern,Scatterbug,SCATTERBUG,,,,6,664,tundra,true,Scatterdust Pokémon,BUG,,SHIELD_DUST,COMPOUND_EYES,FRIEND_GUARD,RUN_AWAY,200,38,35,40,27,25,35,false,false,false,2.5,0.3,255,70,40,MEDIUM_FAST,50,false,true,false,
664,SCATTERBUG,Continental Pattern,Scatterbug,SCATTERBUG,,,,6,664,continental,true,Scatterdust Pokémon,BUG,,SHIELD_DUST,COMPOUND_EYES,FRIEND_GUARD,RUN_AWAY,200,38,35,40,27,25,35,false,false,false,2.5,0.3,255,70,40,MEDIUM_FAST,50,false,true,false,
664,SCATTERBUG,Garden Pattern,Scatterbug,SCATTERBUG,,,,6,664,garden,true,Scatterdust Pokémon,BUG,,SHIELD_DUST,COMPOUND_EYES,FRIEND_GUARD,RUN_AWAY,200,38,35,40,27,25,35,false,false,false,2.5,0.3,255,70,40,MEDIUM_FAST,50,false,true,false,
664,SCATTERBUG,Elegant Pattern,Scatterbug,SCATTERBUG,,,,6,664,elegant,true,Scatterdust Pokémon,BUG,,SHIELD_DUST,COMPOUND_EYES,FRIEND_GUARD,RUN_AWAY,200,38,35,40,27,25,35,false,false,false,2.5,0.3,255,70,40,MEDIUM_FAST,50,false,true,false,
664,SCATTERBUG,Modern Pattern,Scatterbug,SCATTERBUG,,,,6,664,modern,true,Scatterdust Pokémon,BUG,,SHIELD_DUST,COMPOUND_EYES,FRIEND_GUARD,RUN_AWAY,200,38,35,40,27,25,35,false,false,false,2.5,0.3,255,70,40,MEDIUM_FAST,50,false,true,false,
664,SCATTERBUG,Marine Pattern,Scatterbug,SCATTERBUG,,,,6,664,marine,true,Scatterdust Pokémon,BUG,,SHIELD_DUST,COMPOUND_EYES,FRIEND_GUARD,RUN_AWAY,200,38,35,40,27,25,35,false,false,false,2.5,0.3,255,70,40,MEDIUM_FAST,50,false,true,false,
664,SCATTERBUG,Archipelago Pattern,Scatterbug,SCATTERBUG,,,,6,664,archipelago,true,Scatterdust Pokémon,BUG,,SHIELD_DUST,COMPOUND_EYES,FRIEND_GUARD,RUN_AWAY,200,38,35,40,27,25,35,false,false,false,2.5,0.3,255,70,40,MEDIUM_FAST,50,false,true,false,
664,SCATTERBUG,High Plains Pattern,Scatterbug,SCATTERBUG,,,,6,664,high-plains,true,Scatterdust Pokémon,BUG,,SHIELD_DUST,COMPOUND_EYES,FRIEND_GUARD,RUN_AWAY,200,38,35,40,27,25,35,false,false,false,2.5,0.3,255,70,40,MEDIUM_FAST,50,false,true,false,
664,SCATTERBUG,Sandstorm Pattern,Scatterbug,SCATTERBUG,,,,6,664,sandstorm,true,Scatterdust Pokémon,BUG,,SHIELD_DUST,COMPOUND_EYES,FRIEND_GUARD,RUN_AWAY,200,38,35,40,27,25,35,false,false,false,2.5,0.3,255,70,40,MEDIUM_FAST,50,false,true,false,
664,SCATTERBUG,River Pattern,Scatterbug,SCATTERBUG,,,,6,664,river,true,Scatterdust Pokémon,BUG,,SHIELD_DUST,COMPOUND_EYES,FRIEND_GUARD,RUN_AWAY,200,38,35,40,27,25,35,false,false,false,2.5,0.3,255,70,40,MEDIUM_FAST,50,false,true,false,
664,SCATTERBUG,Monsoon Pattern,Scatterbug,SCATTERBUG,,,,6,664,monsoon,true,Scatterdust Pokémon,BUG,,SHIELD_DUST,COMPOUND_EYES,FRIEND_GUARD,RUN_AWAY,200,38,35,40,27,25,35,false,false,false,2.5,0.3,255,70,40,MEDIUM_FAST,50,false,true,false,
664,SCATTERBUG,Savanna Pattern,Scatterbug,SCATTERBUG,,,,6,664,savanna,true,Scatterdust Pokémon,BUG,,SHIELD_DUST,COMPOUND_EYES,FRIEND_GUARD,RUN_AWAY,200,38,35,40,27,25,35,false,false,false,2.5,0.3,255,70,40,MEDIUM_FAST,50,false,true,false,
664,SCATTERBUG,Sun Pattern,Scatterbug,SCATTERBUG,,,,6,664,sun,true,Scatterdust Pokémon,BUG,,SHIELD_DUST,COMPOUND_EYES,FRIEND_GUARD,RUN_AWAY,200,38,35,40,27,25,35,false,false,false,2.5,0.3,255,70,40,MEDIUM_FAST,50,false,true,false,
664,SCATTERBUG,Ocean Pattern,Scatterbug,SCATTERBUG,,,,6,664,ocean,true,Scatterdust Pokémon,BUG,,SHIELD_DUST,COMPOUND_EYES,FRIEND_GUARD,RUN_AWAY,200,38,35,40,27,25,35,false,false,false,2.5,0.3,255,70,40,MEDIUM_FAST,50,false,true,false,
664,SCATTERBUG,Jungle Pattern,Scatterbug,SCATTERBUG,,,,6,664,jungle,true,Scatterdust Pokémon,BUG,,SHIELD_DUST,COMPOUND_EYES,FRIEND_GUARD,RUN_AWAY,200,38,35,40,27,25,35,false,false,false,2.5,0.3,255,70,40,MEDIUM_FAST,50,false,true,false,
664,SCATTERBUG,Fancy Pattern,Scatterbug,SCATTERBUG,,,,6,664,fancy,true,Scatterdust Pokémon,BUG,,SHIELD_DUST,COMPOUND_EYES,FRIEND_GUARD,RUN_AWAY,200,38,35,40,27,25,35,false,false,false,2.5,0.3,255,70,40,MEDIUM_FAST,50,false,true,false,
664,SCATTERBUG,Poké Ball Pattern,Scatterbug,SCATTERBUG,,,,6,664,poke-ball,true,Scatterdust Pokémon,BUG,,SHIELD_DUST,COMPOUND_EYES,FRIEND_GUARD,RUN_AWAY,200,38,35,40,27,25,35,false,false,false,2.5,0.3,255,70,40,MEDIUM_FAST,50,false,true,false,
665,SPEWPA,Meadow Pattern,Spewpa,SCATTERBUG,,SCATTERBUG,,6,665,meadow,true,Scatterdust Pokémon,BUG,,SHED_SKIN,SHED_SKIN,FRIEND_GUARD,COMPOUND_EYES,213,45,22,60,27,30,29,false,false,false,8.4,0.3,120,70,75,MEDIUM_FAST,50,false,true,false,false
